"Bodega","Ubicación","Categoría Artículo Padre","Categoría Artículo","Artículo","Peso","Unidad Medida Peso","Lote","Serie","Unidad Medida","Cantidad","Tipo Transacción","Transacción","Codigo Transacción","Fecha Transacción","Fecha Vencimiento","Bodega Destino","Módulo Origen","Descripción Movimiento","Usuario"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2366-MAQUINA WAFLERA 750W R.9207H-110 RAF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262858","00000000000000038650","04/09/2026 12:56 PM","-","-","FACTURACION","KA 211021391
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0363-PLUG ANAL SET 3 UNIDADES BLANCO METALPLUGSET","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262859","00000000000000000781","04/09/2026 12:59 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038002","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1702-HUEVO MASTURBADOR MASCULINO TEXTURIZADO BOCA ROSADO","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262859","00000000000000000781","04/09/2026 12:59 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038002","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0614-VIBRADOR REALISTICO YUECHAO CARNE BLDZD001","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262859","00000000000000000781","04/09/2026 12:59 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038002","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2365-MAQUINA DONA 7PCS 1400W R.92210-110 RAF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262861","00000000000000038651","04/09/2026 01:00 PM","-","-","FACTURACION","LB 211064025","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2360-PLANCHA A VAPOR DE MANO BLANCA 800W R.91313W-110 RAF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262863","00000000000000038652","04/09/2026 01:02 PM","-","-","FACTURACION","SP-210333607","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1657-MAQUINA KEMEI 4 EN 1 KM-6630","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262863","00000000000000038652","04/09/2026 01:02 PM","-","-","FACTURACION","SP-210333607","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1377-HIDROJET PORTATIL RECARGABLE 48VF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262864","00000000000000038653","04/09/2026 01:03 PM","-","-","FACTURACION","LB 211037813","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0602-VIBRADOR CONSOLADOR REALISTICO JELLY ROSADO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262865","00000000000000038654","04/09/2026 01:05 PM","-","-","FACTURACION","KA 211025353
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1047-PLUG ANAL COLA CONEJITA BLANCO ANALBALL001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262865","00000000000000038654","04/09/2026 01:05 PM","-","-","FACTURACION","KA 211025353
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-13-ACCESORIOS DE TELEFONOS","MASS2326-SOPORTE DE TELÉFONO PARA COCHE DE DISEÑO INNOVADOR BRAZO DE ABRAZADERA PLEGABLE DE ROTACIÓN 360 CON VENTOSA DE VACÍO MAGNÉTICA FLEXIBLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262865","00000000000000038654","04/09/2026 01:05 PM","-","-","FACTURACION","KA 211025353
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1511-LENCERIA 8049","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262865","00000000000000038654","04/09/2026 01:05 PM","-","-","FACTURACION","KA 211025353
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1525-ZAPATERA DE METAL 6 NIVELES","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262865","00000000000000038654","04/09/2026 01:05 PM","-","-","FACTURACION","KA 211025353
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1154-MASCARA ANTIFAZ CONEJITA TNLMJ01 BLANCA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262865","00000000000000038654","04/09/2026 01:05 PM","-","-","FACTURACION","KA 211025353
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0290-PISTOLA MASAJEADORA ELECTRICA SY-720 VERDE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262866","00000000000000038655","04/09/2026 01:06 PM","-","-","FACTURACION","LB 211053288 
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0018-ANILLO JOY VIBRADOR RETARDANTE POTENTE LATEX MORADO XQRE036","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262868","00000000000000038656","04/09/2026 01:08 PM","-","-","FACTURACION","SP-210524445.","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0705-INICIADOR VIBRADOR ANAL DE SILICON YCVA001 ROSADO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262868","00000000000000038656","04/09/2026 01:08 PM","-","-","FACTURACION","SP-210524445.","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0602-VIBRADOR CONSOLADOR REALISTICO JELLY ROSADO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262868","00000000000000038656","04/09/2026 01:08 PM","-","-","FACTURACION","SP-210524445.","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0406-VIBRADOR RABBIT SUPER MUTE 10 VELOCIDADES MORADO YCYY001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262868","00000000000000038656","04/09/2026 01:08 PM","-","-","FACTURACION","SP-210524445.","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2652-MASAJEADOR REDUCTOR DE CELULITIS TERAPIA INFRAROJO BLANCO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262869","00000000000000002490","04/09/2026 01:09 PM","-","-","FACTURACION","AG
ENVIO NACIONAL","CAJADELIVERY@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0292-PISTOLA MASAJEADORA ELECTRICA SY-720 NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262870","00000000000000038657","04/09/2026 01:09 PM","-","-","FACTURACION","LB 211051257","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2639-TERMO OWALA 30 ONZ 900 ML MORADO","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262871","00000000000000000782","04/09/2026 01:10 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038017","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0850-VIBRADOR POR APLICACION REMOTO YPM","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262872","00000000000000000783","04/09/2026 01:11 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038146","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0364-PLUG ANAL SET 3 UNIDADES ROSADO METALPLUGSET","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262872","00000000000000000783","04/09/2026 01:11 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038146","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2358-PLANCHA A VAPOR DE MANO NEGRA 800W R.91313B-110 RAF","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262873","00000000000000000784","04/09/2026 01:12 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000037895","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-16-FERRETERIA","MASS2067-JUEGO DE DADOS MILIMÉTRICOS DE 12 PIEZAS CON RACHET GRANDE","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262873","00000000000000000784","04/09/2026 01:12 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000037895","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2059-RAZURADORA PARA DAMA ROSADA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262874","00000000000000038658","04/09/2026 01:13 PM","-","-","FACTURACION","LB 211020153","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0406-VIBRADOR RABBIT SUPER MUTE 10 VELOCIDADES MORADO YCYY001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262874","00000000000000038658","04/09/2026 01:13 PM","-","-","FACTURACION","LB 211020153","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1266-SELLADORA AL VACIO ELEGANTE ZK-8815","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262876","00000000000000000785","04/09/2026 01:14 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038483","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0606-VIBRADOR MASAJEADOR DE PROSTATA YCD190121","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262877","00000000000000000786","04/09/2026 01:15 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038466","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0210-ESTIMULADOR Y SUCCIONADOR DE CLITORIS MNMLKX003","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262877","00000000000000000786","04/09/2026 01:15 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038466","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS2169-DILDO VIBRADOR CON DOBLE PENETRACION  MORADO","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262877","00000000000000000786","04/09/2026 01:15 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038466","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0705-INICIADOR VIBRADOR ANAL DE SILICON YCVA001 ROSADO","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262877","00000000000000000786","04/09/2026 01:15 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000038466","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0497-SET ADULTO JUEGO SEXUAL BONDAGE LATIGO, MORDAZA, ESPOSA, MASCARA -SM10S01 NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262878","00000000000000038659","04/09/2026 01:15 PM","-","-","FACTURACION","LB 211084109","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0292-PISTOLA MASAJEADORA ELECTRICA SY-720 NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262878","00000000000000038659","04/09/2026 01:15 PM","-","-","FACTURACION","LB 211084109","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS0944-MASAJEADOR DE GLUTEO ABS ESTIMULADOR FITNES","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262880","00000000000000038660","04/09/2026 01:16 PM","-","-","FACTURACION","KA 211076525
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-07-RELOJES INTELIGENTES","MASS2293-RELOJ INTELIGENTE PARA NIÑO Q19 GPS VERDE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262881","00000000000000038661","04/09/2026 01:20 PM","-","-","FACTURACION","SP-210963140","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-19-OFICINA","MASS2095-LAPIZ INFINITO DE COLOR  12pcs set","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262881","00000000000000038661","04/09/2026 01:20 PM","-","-","FACTURACION","SP-210963140","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-19-OFICINA","MASS2064-SACAPUNTA PORTAIL ELECTRICO NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262882","00000000000000038662","04/09/2026 01:21 PM","-","-","FACTURACION","KA 210996117
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0850-VIBRADOR POR APLICACION REMOTO YPM","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262882","00000000000000038662","04/09/2026 01:21 PM","-","-","FACTURACION","KA 210996117
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS2152-ESTERILIZADOR ULTRAVIOLETA PARA CEPILLO DE DIENTES NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262883","00000000000000038663","04/09/2026 01:22 PM","-","-","FACTURACION","LB 211191735 
YUMMY","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2796-ESENCIA HANKEY BAMBU","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262883","00000000000000038663","04/09/2026 01:22 PM","-","-","FACTURACION","LB 211191735 
YUMMY","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2792-ESENCIA HANKEY JAZMIN","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262883","00000000000000038663","04/09/2026 01:22 PM","-","-","FACTURACION","LB 211191735 
YUMMY","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2724-HUMIDIFICADOR TIPO DIAMANTE MADERA OSCURA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262883","00000000000000038663","04/09/2026 01:22 PM","-","-","FACTURACION","LB 211191735 
YUMMY","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2652-MASAJEADOR REDUCTOR DE CELULITIS TERAPIA INFRAROJO BLANCO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262884","00000000000000038664","04/09/2026 01:24 PM","-","-","FACTURACION","SP-210962286","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1875-MAQUINA PARA HACER PASTA SPAGHETTI ACERO INOXIDABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262886","00000000000000038665","04/09/2026 01:26 PM","-","-","FACTURACION","KA 211007239
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0608-VIBRADOR PANTYS MANDO A DISTANCIA AXYPLM01","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262890","00000000000000038666","04/09/2026 01:33 PM","-","-","FACTURACION","KA 211008368
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0406-VIBRADOR RABBIT SUPER MUTE 10 VELOCIDADES MORADO YCYY001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262890","00000000000000038666","04/09/2026 01:33 PM","-","-","FACTURACION","KA 211008368
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0635-CAMARA VISUAL EAR 3 EN 1","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262891","00000000000000038667","04/09/2026 01:34 PM","-","-","FACTURACION","SP-211070982
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0606-VIBRADOR MASAJEADOR DE PROSTATA YCD190121","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262893","00000000000000038668","04/09/2026 01:37 PM","-","-","FACTURACION","SP-211070820
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2377-MAQUINA DE PERRO R.436 RAF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262893","00000000000000038668","04/09/2026 01:37 PM","-","-","FACTURACION","SP-211070820
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1657-MAQUINA KEMEI 4 EN 1 KM-6630","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262893","00000000000000038668","04/09/2026 01:37 PM","-","-","FACTURACION","SP-211070820
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0702-IMITACION DE SEMEN LECHE SIYI 200ML SYXDZ01","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262893","00000000000000038668","04/09/2026 01:37 PM","-","-","FACTURACION","SP-211070820
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS2244-ACEITE DE MASAJE CORPORAL AUMENTO DE PENE XXXL 10 ML","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262894","00000000000000038669","04/09/2026 01:39 PM","-","-","FACTURACION","KA 211029667
INICIAL 0$
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0584-VAGINA VIBRADORA PUSSY DLS001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262894","00000000000000038669","04/09/2026 01:39 PM","-","-","FACTURACION","KA 211029667
INICIAL 0$
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-14-ILUMINACION","MASS2056-BOMBILLOS VINTAGE5 METERS 20 LIGHTS","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262896","00000000000000038670","04/09/2026 01:39 PM","-","-","FACTURACION","SP-211111358
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS1351-BASE FAN COOLER PARA LAPTOP H9","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000262898","00000000000000000098","04/09/2026 01:39 PM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000002489","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1377-HIDROJET PORTATIL RECARGABLE 48VF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262900","00000000000000038671","04/09/2026 01:42 PM","-","-","FACTURACION","SP–211066214
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-19-OFICINA","MASS1061-MARCADOR DOBLE PUNTA 60 PCS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262901","00000000000000038672","04/09/2026 01:45 PM","-","-","FACTURACION","KA 211053439
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2369-WAFLERA 500W R.591-110 RAF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262901","00000000000000038672","04/09/2026 01:45 PM","-","-","FACTURACION","KA 211053439
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS2152-ESTERILIZADOR ULTRAVIOLETA PARA CEPILLO DE DIENTES NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262901","00000000000000038672","04/09/2026 01:45 PM","-","-","FACTURACION","KA 211053439
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2603-ESTANTE METAL GALVANIZADO CON MDF 5 NIVELES AGORA 180*90*40CM","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262902","00000000000000038673","04/09/2026 01:45 PM","-","-","FACTURACION","LB 210991987","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1525-ZAPATERA DE METAL 6 NIVELES","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262903","00000000000000038674","04/09/2026 01:46 PM","-","-","FACTURACION","SP-210991853
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
